1752791292.4526737,"{'x': -0.05801844124955026, 'y': -0.02590155474387354, 'z': -0.09154940522990997}"
1752791292.503232,"{'x': -0.06503767860296611, 'y': -0.027350336896649063, 'z': -0.09512909163902705}"
1752791292.553543,"{'x': -0.06995215076377431, 'y': -0.029969544359787565, 'z': -0.09863929582071242}"
1752791292.6039908,"{'x': -0.07170419330962677, 'y': -0.032784898666362534, 'z': -0.1032909362755839}"
1752791292.654349,"{'x': -0.07097019584496854, 'y': -0.03662139600410542, 'z': -0.10901987853789473}"
1752791292.704699,"{'x': -0.06829322880060143, 'y': -0.04051909016721827, 'z': -0.11651387044665647}"
1752791292.7548509,"{'x': -0.06367916385117527, 'y': -0.04477577928283693, 'z': -0.12478172599989176}"
1752791292.805033,"{'x': -0.058348579722264524, 'y': -0.04856068376711218, 'z': -0.13424953215402033}"
1752791292.8554578,"{'x': -0.05295181927942487, 'y': -0.05200916825387384, 'z': -0.14452447250456757}"
1752791292.905769,"{'x': -0.04754887111612021, 'y': -0.05493113392105369, 'z': -0.15549480532507406}"
1752791292.9561446,"{'x': -0.04248718401728836, 'y': -0.05761402757742987, 'z': -0.1665770666798473}"
1752791293.006538,"{'x': -0.03828551219682983, 'y': -0.059752706208269626, 'z': -0.17776360571801894}"
1752791293.0570035,"{'x': -0.034661233787510584, 'y': -0.061330721721463616, 'z': -0.18935107367887885}"
1752791293.1075742,"{'x': -0.030684712443257794, 'y': -0.06326483480811682, 'z': -0.20289129156781477}"
1752791293.1578844,"{'x': -0.028163554589891473, 'y': -0.06436073104253111, 'z': -0.2116755792015062}"
1752791293.2081783,"{'x': -0.025191508007957886, 'y': -0.06576732755851473, 'z': -0.22403008255902523}"
1752791293.258373,"{'x': -0.022352119404525233, 'y': -0.06676729358108562, 'z': -0.2335813349673098}"
1752791293.308668,"{'x': -0.01987556991930977, 'y': -0.067609326846609, 'z': -0.24196875058547715}"
1752791293.358921,"{'x': -0.01711371310776096, 'y': -0.06863449953896333, 'z': -0.24960761578895094}"
1752791293.4092596,"{'x': -0.013932356908704672, 'y': -0.0695918426591882, 'z': -0.25560164720993933}"
1752791293.459448,"{'x': -0.011264420120422274, 'y': -0.07119845106239596, 'z': -0.2599699809180585}"
1752791293.5096726,"{'x': -0.008189808246786431, 'y': -0.07305198125190544, 'z': -0.26273460889740186}"
1752791293.5600545,"{'x': -0.005015709461840321, 'y': -0.07521162476041081, 'z': -0.2640464976864014}"
1752791293.610342,"{'x': -0.0024347427827845418, 'y': -0.07728548597614121, 'z': -0.2639091543113632}"
1752791293.6605837,"{'x': 0.000257847046706839, 'y': -0.08005237107645147, 'z': -0.262838211612494}"
1752791293.7107618,"{'x': 0.002714551266401761, 'y': -0.08256351466438908, 'z': -0.2608036722871006}"
1752791293.7612057,"{'x': 0.00473337151669887, 'y': -0.08526648313446385, 'z': -0.25769255508237554}"
1752791293.8116565,"{'x': 0.0062228399901850286, 'y': -0.08803925913704527, 'z': -0.25417829195070846}"
1752791293.8620107,"{'x': 0.007685135019114536, 'y': -0.09054172384169443, 'z': -0.2497672469333254}"
1752791293.9124553,"{'x': 0.008748305633548037, 'y': -0.0929819434644229, 'z': -0.24508351064509779}"
1752791293.9628496,"{'x': 0.00928760644300958, 'y': -0.0953199227539469, 'z': -0.23982549001375236}"
1752791294.0131593,"{'x': 0.010076810180596191, 'y': -0.09712158985688155, 'z': -0.2340747967008647}"
1752791294.0637825,"{'x': 0.01042309291589265, 'y': -0.09904536214537879, 'z': -0.22825633785586447}"
1752791294.1141472,"{'x': 0.010810695849855152, 'y': -0.1001880373401797, 'z': -0.22246578747411322}"
